OID,lon,lat,FuelClass,class_id,split,source,role
6,172.586081,-43.61326,pasture,1,train,main,4-class · CORE model (main 176)
11,172.603396,-43.604239,pasture,1,train,main,4-class · CORE model (main 176)
16,172.598929,-43.600431,pasture,1,train,main,4-class · CORE model (main 176)
17,172.617222,-43.597428,pasture,1,train,main,4-class · CORE model (main 176)
18,172.576479,-43.627533,pasture,1,train,main,4-class · CORE model (main 176)
19,172.608944,-43.604239,pasture,1,train,main,4-class · CORE model (main 176)
20,172.625097,-43.589162,pasture,1,train,main,4-class · CORE model (main 176)
23,172.592943,-43.603093,pasture,1,train,main,4-class · CORE model (main 176)
25,172.624865,-43.624768,pasture,1,train,main,4-class · CORE model (main 176)
27,172.605637,-43.61533,pasture,1,train,main,4-class · CORE model (main 176)
29,172.589707,-43.625806,pasture,1,train,main,4-class · CORE model (main 176)
30,172.615151,-43.596901,pasture,1,train,main,4-class · CORE model (main 176)
33,172.622457,-43.621938,pasture,1,train,main,4-class · CORE model (main 176)
38,172.646997,-43.603067,pasture,1,train,main,4-class · CORE model (main 176)
39,172.583383,-43.622524,pasture,1,train,main,4-class · CORE model (main 176)
40,172.622396,-43.622207,pasture,1,train,main,4-class · CORE model (main 176)
41,172.616798,-43.619125,pasture,1,train,main,4-class · CORE model (main 176)
46,172.580284,-43.620809,pasture,1,train,main,4-class · CORE model (main 176)
49,172.622364,-43.585905,pasture,1,train,main,4-class · CORE model (main 176)
50,172.592073,-43.603067,pasture,1,train,main,4-class · CORE model (main 176)
256,172.596248,-43.603995,pasture,1,train,main,4-class · CORE model (main 176)
257,172.57922,-43.617335,pasture,1,train,main,4-class · CORE model (main 176)
258,172.607652,-43.602611,pasture,1,train,main,4-class · CORE model (main 176)
259,172.619069,-43.619396,pasture,1,train,main,4-class · CORE model (main 176)
260,172.595368,-43.602102,pasture,1,train,main,4-class · CORE model (main 176)
261,172.583268,-43.621716,pasture,1,train,main,4-class · CORE model (main 176)
2,172.625292,-43.587933,pasture,1,valid,main,4-class · CORE model (main 176)
9,172.602462,-43.608053,pasture,1,valid,main,4-class · CORE model (main 176)
10,172.578001,-43.634412,pasture,1,valid,main,4-class · CORE model (main 176)
13,172.591468,-43.625438,pasture,1,valid,main,4-class · CORE model (main 176)
26,172.625925,-43.587991,pasture,1,valid,main,4-class · CORE model (main 176)
31,172.596671,-43.602393,pasture,1,valid,main,4-class · CORE model (main 176)
32,172.596206,-43.602525,pasture,1,valid,main,4-class · CORE model (main 176)
34,172.610423,-43.615804,pasture,1,valid,main,4-class · CORE model (main 176)
44,172.600578,-43.606738,pasture,1,valid,main,4-class · CORE model (main 176)
45,172.608178,-43.603981,pasture,1,valid,main,4-class · CORE model (main 176)
47,172.611221,-43.594485,pasture,1,valid,main,4-class · CORE model (main 176)
48,172.589552,-43.626716,pasture,1,valid,main,4-class · CORE model (main 176)
262,172.596896,-43.598796,pasture,1,valid,main,4-class · CORE model (main 176)
263,172.62603,-43.625788,pasture,1,valid,main,4-class · CORE model (main 176)
264,172.622315,-43.62309,pasture,1,valid,main,4-class · CORE model (main 176)
10067,172.620093,-43.633482,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10068,172.643735,-43.603546,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10070,172.628524,-43.624863,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10072,172.618556,-43.624832,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10074,172.622096,-43.617728,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10075,172.608724,-43.621509,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10076,172.614406,-43.630985,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10077,172.619693,-43.625079,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10078,172.627652,-43.613499,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10079,172.639579,-43.596794,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10081,172.610835,-43.627616,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10082,172.620563,-43.626045,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10083,172.620684,-43.625177,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10084,172.622348,-43.628135,broadleaf_scrub,4,train,expansion,4-class · extra-sample test (expansion 88)
10069,172.624572,-43.620701,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10071,172.601832,-43.622175,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10073,172.61376,-43.624862,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10080,172.630682,-43.630487,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10085,172.612997,-43.628613,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10086,172.600856,-43.620415,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10087,172.623575,-43.632338,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10088,172.614219,-43.606577,broadleaf_scrub,4,valid,expansion,4-class · extra-sample test (expansion 88)
10045,172.581244,-43.628622,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10046,172.6395,-43.607725,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10047,172.619995,-43.591063,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10051,172.63986,-43.60476,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10055,172.626328,-43.607149,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10057,172.634989,-43.60772,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10058,172.618332,-43.608166,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10059,172.587184,-43.632154,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10060,172.625613,-43.590627,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10061,172.618667,-43.590288,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10062,172.606329,-43.604906,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10065,172.626822,-43.590728,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10066,172.60791,-43.597772,exotic_pine,3,train,expansion,4-class · extra-sample test (expansion 88)
10048,172.632125,-43.604041,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10049,172.632225,-43.600663,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10050,172.608811,-43.606201,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10052,172.614424,-43.613196,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10053,172.628925,-43.603331,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10054,172.625718,-43.600086,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10056,172.631922,-43.60676,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10063,172.594765,-43.631856,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10064,172.630026,-43.604948,exotic_pine,3,valid,expansion,4-class · extra-sample test (expansion 88)
10023,172.622827,-43.630078,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10026,172.611584,-43.620541,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10027,172.58381,-43.609927,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10028,172.602926,-43.623283,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10029,172.611178,-43.616538,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10030,172.625914,-43.628919,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10032,172.588263,-43.607699,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10035,172.597517,-43.622552,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10036,172.600672,-43.625325,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10039,172.614437,-43.597988,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10040,172.593132,-43.624292,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10041,172.631371,-43.633932,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10042,172.611123,-43.617103,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10043,172.611469,-43.59575,gorse_broom,2,train,expansion,4-class · extra-sample test (expansion 88)
10024,172.598151,-43.622229,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10025,172.616139,-43.598412,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10031,172.610317,-43.618831,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10033,172.58887,-43.621477,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10034,172.591879,-43.621077,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10037,172.633401,-43.633901,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10038,172.619619,-43.595036,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10044,172.618356,-43.613802,gorse_broom,2,valid,expansion,4-class · extra-sample test (expansion 88)
10001,172.591639,-43.624941,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10002,172.633232,-43.614031,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10003,172.619414,-43.586666,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10004,172.594026,-43.603674,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10006,172.620634,-43.620016,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10010,172.616665,-43.596644,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10011,172.636582,-43.612531,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10012,172.592716,-43.614476,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10013,172.595268,-43.614592,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10014,172.582957,-43.618613,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10016,172.618985,-43.585574,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10017,172.622427,-43.586222,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10018,172.615202,-43.619488,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10019,172.592457,-43.62678,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10020,172.638231,-43.609985,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10021,172.618788,-43.586029,pasture,1,train,expansion,4-class · extra-sample test (expansion 88)
10005,172.599053,-43.596182,pasture,1,valid,expansion,4-class · extra-sample test (expansion 88)
10007,172.597515,-43.609943,pasture,1,valid,expansion,4-class · extra-sample test (expansion 88)
10008,172.586833,-43.623048,pasture,1,valid,expansion,4-class · extra-sample test (expansion 88)
10009,172.601171,-43.604261,pasture,1,valid,expansion,4-class · extra-sample test (expansion 88)
10015,172.591043,-43.626622,pasture,1,valid,expansion,4-class · extra-sample test (expansion 88)
10022,172.596969,-43.598122,pasture,1,valid,expansion,4-class · extra-sample test (expansion 88)
340,172.631509,-43.59826,cleared_pine,6,train,main,excluded — few & scattered (19)
341,172.630621,-43.598249,cleared_pine,6,train,main,excluded — few & scattered (19)
349,172.629889,-43.598052,cleared_pine,6,train,main,excluded — few & scattered (19)
351,172.632022,-43.598024,cleared_pine,6,train,main,excluded — few & scattered (19)
337,172.632306,-43.599119,cleared_pine,6,valid,main,excluded — few & scattered (19)
338,172.630504,-43.59865,cleared_pine,6,valid,main,excluded — few & scattered (19)
339,172.631001,-43.598564,cleared_pine,6,valid,main,excluded — few & scattered (19)
342,172.627061,-43.601907,cleared_pine,6,valid,main,excluded — few & scattered (19)
343,172.632479,-43.600771,cleared_pine,6,valid,main,excluded — few & scattered (19)
344,172.629901,-43.601387,cleared_pine,6,valid,main,excluded — few & scattered (19)
345,172.630651,-43.599171,cleared_pine,6,valid,main,excluded — few & scattered (19)
346,172.627142,-43.602177,cleared_pine,6,valid,main,excluded — few & scattered (19)
347,172.632306,-43.600531,cleared_pine,6,valid,main,excluded — few & scattered (19)
348,172.627499,-43.601776,cleared_pine,6,valid,main,excluded — few & scattered (19)
350,172.627617,-43.601512,cleared_pine,6,valid,main,excluded — few & scattered (19)
352,172.632337,-43.598794,cleared_pine,6,valid,main,excluded — few & scattered (19)
353,172.629945,-43.601076,cleared_pine,6,valid,main,excluded — few & scattered (19)
354,172.632775,-43.602354,cleared_pine,6,valid,main,excluded — few & scattered (19)
355,172.6324,-43.600186,cleared_pine,6,valid,main,excluded — few & scattered (19)
206,172.624298,-43.636207,bare_rock,5,train,main,excluded — too few (7)
208,172.623876,-43.636305,bare_rock,5,train,main,excluded — too few (7)
212,172.649325,-43.606879,bare_rock,5,train,main,excluded — too few (7)
213,172.650354,-43.606873,bare_rock,5,train,main,excluded — too few (7)
207,172.623802,-43.636322,bare_rock,5,valid,main,excluded — too few (7)
211,172.649758,-43.607024,bare_rock,5,valid,main,excluded — too few (7)
215,172.650229,-43.607098,bare_rock,5,valid,main,excluded — too few (7)
