FID,FuelClass,class_id,split,block_id,elev,slope,northness,chm
148,exotic_pine,3,train,100008,107.05999755859376,35.828800201416016,0.8812469840049744,30.17200088500977
149,exotic_pine,3,train,7,261.3699951171875,20.92350006103516,0.6702330112457275,0.1799930036067962
150,broadleaf_scrub,4,valid,300006,180.19000244140625,31.516599655151367,0.9927409887313844,0.3069919943809509
151,broadleaf_scrub,4,train,200003,342.6700134277344,10.685400009155272,0.8678349852561951,0.093994103372097
152,broadleaf_scrub,4,valid,200002,356.19000244140625,9.314709663391112,-0.2514840066432953,0.0740050971508026
153,broadleaf_scrub,4,train,600006,413.3599853515625,18.015199661254883,0.5458120107650757,1.9290200471878047
154,broadleaf_scrub,4,train,3,188.77999877929688,17.03059959411621,0.7875990271568298,0.5789949893951416
155,broadleaf_scrub,4,valid,100009,86.47000122070312,27.73539924621582,-0.6109769940376282,2.2980000972747803
156,broadleaf_scrub,4,train,200003,336.20001220703125,18.72830009460449,0.9991769790649414,0.1829829961061477
157,broadleaf_scrub,4,valid,700000,230.63999938964844,33.230201721191406,-0.8547880053520203,2.3050100803375244
158,broadleaf_scrub,4,train,400005,254.9600067138672,26.037900924682617,0.5884789824485779,6.481979846954346
159,broadleaf_scrub,4,train,400006,258.8999938964844,40.19869995117188,0.4053109884262085,0.3540039956569671
160,broadleaf_scrub,4,train,600003,395.6799926757813,9.64527988433838,0.8973439931869507,9.757019996643066
161,broadleaf_scrub,4,valid,100002,232.4199981689453,38.06769943237305,-0.1548130065202713,1.8109999895095823
162,broadleaf_scrub,4,train,200008,66.37999725341797,22.04980087280273,0.2468910068273544,1.3200000524520874
163,broadleaf_scrub,4,valid,200002,316.0299987792969,21.67659950256348,-0.889976978302002,0.1809999942779541
164,broadleaf_scrub,4,train,3,194.7400054931641,23.317100524902344,0.3422130048274994,0.1770019978284835
165,broadleaf_scrub,4,train,3,198.0399932861328,19.832500457763672,0.4262970089912414,0.5559999942779541
166,broadleaf_scrub,4,train,4,178.41000366210938,21.35759925842285,0.5050709843635559,0.085998497903347
167,broadleaf_scrub,4,valid,100002,275.2699890136719,17.651500701904297,-0.1885479986667633,0.2440190017223358
168,broadleaf_scrub,4,train,100004,221.9199981689453,27.117900848388672,0.9738950133323668,0.2610020041465759
169,broadleaf_scrub,4,train,100010,76.87000274658203,32.56370162963867,0.5637009739875793,0.3989939987659454
170,broadleaf_scrub,4,train,200009,95.33999633789062,30.465900421142575,-0.856365978717804,0.853003978729248
171,broadleaf_scrub,4,train,200009,142.50999450683594,30.69219970703125,-0.3601079881191253,1.6679999828338623
172,broadleaf_scrub,4,valid,100003,229.2100067138672,25.59550094604492,0.9994239807128906,0.2090000063180923
173,broadleaf_scrub,4,train,200003,343.8599853515625,13.245200157165527,0.5098080039024353,0.1690060049295425
174,broadleaf_scrub,4,train,200009,113.41000366210938,25.082399368286133,-0.5448009967803955,2.5649900436401367
175,broadleaf_scrub,4,train,100004,209.4600067138672,20.11529922485352,0.9795169830322266,0.2919920086860657
176,broadleaf_scrub,4,train,200008,80.81999969482422,33.22829818725586,-0.6131479740142822,4.460999965667725
177,broadleaf_scrub,4,train,300008,214.92999267578125,45.84099960327149,-0.5680720210075378,2.418009996414185
178,broadleaf_scrub,4,train,600000,296.7699890136719,34.85960006713867,-0.7160199880599976,1.9250199794769287
179,broadleaf_scrub,4,train,600003,398.1900024414063,13.255200386047363,0.9710659980773926,0.2019959986209869
180,broadleaf_scrub,4,train,100010,71.18000030517578,36.23799896240234,-0.8988159894943237,1.3020000457763672
181,broadleaf_scrub,4,train,200010,171.64999389648438,19.920000076293945,-0.0793375968933105,0.2270050048828125
182,broadleaf_scrub,4,train,3,204.0399932861328,29.340200424194336,0.8606129884719849,0.3940120041370392
183,broadleaf_scrub,4,train,600002,413.7799987792969,37.4385986328125,0.4898000061511993,1.235990047454834
184,broadleaf_scrub,4,valid,100003,222.6199951171875,17.441200256347656,0.6405680179595947,0.2270050048828125
185,broadleaf_scrub,4,train,200009,165.36000061035156,27.422399520874023,-0.4625599980354309,6.011000156402588
186,broadleaf_scrub,4,valid,100009,68.1500015258789,30.71619987487793,-0.7237399816513062,0.8509979844093323
187,broadleaf_scrub,4,valid,100002,228.50999450683597,21.46940040588379,-0.0635690987110138,0.1850129961967468
188,broadleaf_scrub,4,valid,300006,200.25,28.883699417114254,0.8225209712982178,0.4700010120868683
189,broadleaf_scrub,4,valid,200002,317.6300048828125,17.888599395751953,-0.9101020097732544,0.3169859945774078
190,broadleaf_scrub,4,train,400006,227.6100006103516,26.59499931335449,0.5442860126495361,3.835010051727295
191,broadleaf_scrub,4,train,500007,387.1499938964844,15.272899627685549,0.0640954002737999,0.2010190039873123
192,broadleaf_scrub,4,train,500004,333.7699890136719,22.808500289916992,0.5498949885368347,1.8919999599456787
193,broadleaf_scrub,4,train,3,201.8000030517578,18.38759994506836,0.2707470059394836,0.3609920144081116
194,broadleaf_scrub,4,train,600003,399.4800109863281,15.048399925231934,0.7299789786338806,3.4230000972747803
195,broadleaf_scrub,4,train,3,165.24000549316406,19.54610061645508,0.2499859929084777,0.3219909965991974
196,broadleaf_scrub,4,train,200008,86.1500015258789,38.32590103149414,0.9219020009040833,1.2170000076293943
197,broadleaf_scrub,4,valid,300006,178.8300018310547,21.747299194335938,0.9996020197868348,6.418990135192871
198,broadleaf_scrub,4,train,3,221.77999877929688,11.59910011291504,-0.4202130138874054,0.1510010063648224
199,broadleaf_scrub,4,valid,200002,325.4100036621094,19.43919944763184,-0.7614930272102356,0.8119810223579407
200,cleared_pine,5,train,100008,178.0,32.532798767089844,0.1998829990625381,1.0499999523162842
201,cleared_pine,5,valid,9,133.8300018310547,24.684499740600582,0.7071030139923096,1.1610000133514404
202,cleared_pine,5,train,100006,267.9700012207031,14.952899932861328,0.7863280177116394,0.2309879958629608
203,cleared_pine,5,train,100008,121.93000030517578,30.566999435424805,0.9439250230789183,21.804000854492188
204,cleared_pine,5,train,100008,187.3699951171875,23.18980026245117,0.3939110040664673,1.133999943733215
205,cleared_pine,5,train,100008,190.3000030517578,25.145000457763672,0.223688006401062,1.093000054359436
206,cleared_pine,5,valid,700009,401.5199890136719,20.13360023498535,0.9649199843406676,0.3760069906711578
207,cleared_pine,5,train,700008,442.5299987792969,31.208499908447266,0.5096369981765747,0.7470089793205261
208,cleared_pine,5,valid,300006,279.2799987792969,28.40970039367676,0.5407620072364807,0.3240050077438354
209,cleared_pine,5,valid,200005,334.4599914550781,7.288430213928223,0.0781743973493576,0.0490112006664276
210,cleared_pine,5,valid,9,94.66999816894533,33.02159881591797,0.300025999546051,1.7380000352859497
211,cleared_pine,5,train,100008,189.4499969482422,19.252199172973636,0.7587490081787109,0.1699980050325393
212,cleared_pine,5,train,8,211.0800018310547,20.05680084228516,-0.0855942964553833,2.220989942550659
213,cleared_pine,5,valid,600009,359.3900146484375,14.130800247192385,0.8440709710121155,12.571000099182127
214,cleared_pine,5,train,500010,309.7300109863281,3.807199954986572,-0.4696559906005859,0.0959777981042862
215,cleared_pine,5,train,100008,204.8800048828125,20.346900939941406,0.0674180015921592,0.4539949893951416
216,cleared_pine,5,train,500009,367.260009765625,4.867219924926758,0.9982709884643556,0.1829829961061477
217,cleared_pine,5,train,400011,264.989990234375,11.792799949645996,0.9399710297584534,1.3460099697113037
218,cleared_pine,5,valid,9,122.2699966430664,36.280799865722656,0.0289510004222393,0.5930020213127136
219,cleared_pine,5,train,700008,444.6199951171875,25.462400436401367,0.9844110012054444,1.409000039100647
220,cleared_pine,5,train,10,108.62999725341795,22.093799591064453,0.6528159976005554,0.5440059900283813
221,cleared_pine,5,train,8,167.6199951171875,25.6830997467041,0.9383440017700196,0.4980010092258453
222,cleared_pine,5,valid,300005,331.3500061035156,13.230999946594238,0.5741689801216125,0.3719789981842041
223,cleared_pine,5,train,400011,237.2100067138672,13.37119960784912,-0.1104279980063438,0.2419890016317367
224,cleared_pine,5,train,700008,432.55999755859375,17.501100540161133,0.459852010011673,1.3450000286102295
225,cleared_pine,5,valid,300006,309.3699951171875,17.03860092163086,0.4731230139732361,0.1379999965429306
226,cleared_pine,5,train,100008,155.5399932861328,35.58610153198242,0.9852370023727416,0.3740079998970032
227,cleared_pine,5,train,100008,181.5500030517578,17.661500930786133,0.6242179870605469,1.235990047454834
228,cleared_pine,5,valid,600009,377.0,18.492000579833984,0.5232620239257812,0.9859920144081116
229,cleared_pine,5,valid,200005,321.7200012207031,11.204700469970703,0.2082480043172836,0.3640139997005462
230,cleared_pine,5,train,100007,232.19000244140625,39.96730041503906,-0.0387781001627445,3.248990058898926
231,cleared_pine,5,train,700008,418.8699951171875,17.03700065612793,0.7505469918251038,0.7659909725189209
232,cleared_pine,5,train,400011,253.22000122070312,27.69580078125,0.8929949998855591,2.5159900188446045
233,cleared_pine,5,valid,300005,336.54998779296875,7.691830158233643,0.8607199788093567,0.0910034030675888
234,cleared_pine,5,train,500008,389.9700012207031,5.238709926605225,-0.1907999962568283,0.3559879958629608
235,cleared_pine,5,train,100008,182.80999755859372,34.68730163574219,0.4370700120925903,1.2649999856948853
236,cleared_pine,5,train,100006,274.7200012207031,6.297359943389893,0.9854549765586852,0.0339966006577014
237,cleared_pine,5,train,100007,227.52999877929688,22.6924991607666,0.8698949813842773,0.2949979901313782
238,cleared_pine,5,train,600008,415.8599853515625,16.86319923400879,-0.9072319865226746,0.6370239853858948
239,cleared_pine,5,train,500008,398.9299926757813,12.92389965057373,0.130731001496315,1.4590100049972534
240,cleared_pine,5,train,500010,320.8399963378906,17.120899200439453,0.8886759877204895,1.386989951133728
241,cleared_pine,5,train,500008,400.0199890136719,15.087499618530272,-0.0788018032908439,0.298004001379013
242,cleared_pine,5,train,500010,307.82000732421875,26.70560073852539,0.8100200295448303,0.1499940007925033
243,cleared_pine,5,train,500009,365.2900085449219,9.060680389404297,-0.2351430058479309,2.018009901046753
244,cleared_pine,5,train,100006,277.7699890136719,9.951089859008787,-0.5414590239524841,0.1700129956007003
245,cleared_pine,5,valid,9,149.27000427246094,24.965700149536133,0.9960669875144958,1.4290000200271606
246,cleared_pine,5,train,600008,408.3500061035156,9.590860366821287,0.0517438016831874,0.132995992898941
247,cleared_pine,5,valid,200005,317.75,5.93651008605957,0.889585018157959,0.7630000114440918
248,cleared_pine,5,valid,600009,343.67999267578125,28.18409919738769,0.6438459753990173,1.510010004043579
249,cleared_pine,5,train,700008,435.8200073242188,22.005300521850582,0.2505539953708648,0.2039790004491806
