OID,FuelClass,class_id,split,dem_lidar,dsm_lidar,chm
112,exotic_pine,3,train,88.559998,89.831001,1.2710030000000074
113,exotic_pine,3,train,45.259998,47.078999,1.819001
115,exotic_pine,3,valid,155.92999,156.58701,0.6570199999999886
118,exotic_pine,3,train,260.54999,266.40701,5.857020000000034
119,exotic_pine,3,train,392.98999,393.11301,0.1230199999999968
120,exotic_pine,3,train,0.0,0.0,0.0
121,exotic_pine,3,train,93.440002,94.213997,0.7739949999999993
122,exotic_pine,3,train,44.18,45.979,1.7989999999999995
123,exotic_pine,3,train,112.56,114.013,1.453000000000003
124,exotic_pine,3,train,84.160004,107.797,23.636995999999996
126,exotic_pine,3,train,235.5,271.29501,35.79500999999999
128,exotic_pine,3,train,62.389999,79.652,17.262000999999998
131,exotic_pine,3,train,125.76,126.235,0.4749999999999943
132,exotic_pine,3,valid,0.0,0.0,0.0
136,exotic_pine,3,train,0.0,0.0,0.0
139,exotic_pine,3,train,329.91,330.47101,0.5610099999999534
141,exotic_pine,3,train,189.12,191.631,2.5109999999999957
142,exotic_pine,3,valid,331.03,331.22299,0.19299000000000888
143,exotic_pine,3,train,288.92999,290.80801,1.878020000000049
144,exotic_pine,3,train,45.82,79.267998,33.447998000000005
145,exotic_pine,3,valid,100.21,101.125,0.9150000000000063
146,exotic_pine,3,valid,317.25,317.44199,0.19198999999997568
148,exotic_pine,3,train,402.51999,402.64301,0.1230199999999968
151,native_scrub,4,valid,280.42999,286.936,6.506010000000003
152,native_scrub,4,valid,0.0,0.0,0.0
153,native_scrub,4,train,329.45001,331.54099,2.090980000000002
154,native_scrub,4,valid,174.98,175.284,0.30400000000000205
155,native_scrub,4,train,0.0,0.0,0.0
157,native_scrub,4,valid,0.0,0.0,0.0
158,native_scrub,4,valid,211.63,212.161,0.5310000000000059
159,native_scrub,4,train,0.0,0.0,0.0
162,native_scrub,4,valid,0.0,0.0,0.0
164,native_scrub,4,train,74.919998,75.467003,0.5470049999999986
165,native_scrub,4,valid,0.0,0.0,0.0
166,native_scrub,4,train,0.0,0.0,0.0
167,native_scrub,4,train,0.0,0.0,0.0
168,native_scrub,4,valid,46.610001,47.974998,1.3649970000000025
169,native_scrub,4,train,144.75999,144.953,0.19301000000001522
170,native_scrub,4,train,0.0,0.0,0.0
171,native_scrub,4,train,292.48999,292.66299,0.17300000000000182
172,native_scrub,4,valid,0.0,0.0,0.0
173,native_scrub,4,valid,0.0,0.0,0.0
174,native_scrub,4,train,0.0,0.0,0.0
175,native_scrub,4,train,290.10001,291.17499,1.0749799999999823
177,native_scrub,4,train,0.0,0.0,0.0
179,native_scrub,4,valid,0.0,0.0,0.0
180,native_scrub,4,train,212.33,212.50101,0.17100999999999544
181,native_scrub,4,train,373.23999,373.79401,0.5540200000000368
182,native_scrub,4,train,0.0,0.0,0.0
184,native_scrub,4,valid,236.82001,237.02699,0.2069800000000157
185,native_scrub,4,valid,270.32999,275.54199,5.211999999999989
186,native_scrub,4,valid,0.0,0.0,0.0
188,native_scrub,4,valid,72.419998,72.670998,0.25099999999999056
189,native_scrub,4,train,315.16,315.73999,0.5799899999999525
190,native_scrub,4,train,305.04999,306.435,1.3850100000000225
191,native_scrub,4,valid,255.69,258.099,2.408999999999992
193,native_scrub,4,train,179.5,185.20599,5.705990000000014
194,native_scrub,4,train,0.0,0.0,0.0
197,native_scrub,4,valid,237.17,240.196,3.0260000000000105
198,native_scrub,4,train,82.230003,82.907997,0.6779939999999982
199,native_scrub,4,train,0.0,0.0,0.0
200,native_scrub,4,valid,121.48,123.105,1.625
206,bare_rock,5,train,504.87,509.181,4.310999999999979
207,bare_rock,5,valid,511.23001,520.02197,8.791960000000017
208,bare_rock,5,train,509.89001,518.19397,8.303960000000018
211,bare_rock,5,valid,337.69,344.492,6.802000000000021
212,bare_rock,5,train,352.92999,358.90201,5.972020000000043
213,bare_rock,5,train,338.72,344.29099,5.570989999999995
215,bare_rock,5,valid,344.34,351.384,7.04400000000004
216,exotic_pine,3,train,126.77,155.713,28.942999999999998
217,exotic_pine,3,train,209.38,211.177,1.796999999999997
218,exotic_pine,3,train,176.58,177.942,1.3619999999999948
219,exotic_pine,3,train,236.89999,237.50101,0.6010200000000054
220,exotic_pine,3,train,200.13,200.17999,0.049990000000008195
222,exotic_pine,3,train,205.14,205.69,0.5500000000000114
225,exotic_pine,3,valid,323.14999,324.07999,0.9300000000000068
256,pasture,1,train,218.42999,218.541,0.11100999999999317
257,pasture,1,train,0.0,0.0,0.0
258,pasture,1,train,46.139999,48.415001,2.2750019999999935
259,pasture,1,train,365.17001,365.681,0.5109899999999925
260,pasture,1,train,183.12,183.269,0.1490000000000009
261,pasture,1,train,0.0,0.0,0.0
262,pasture,1,valid,160.11,160.32201,0.21200999999999226
263,pasture,1,valid,0.0,0.0,0.0
264,pasture,1,valid,442.26999,442.43201,0.16201999999998407
265,gorse_broom,2,train,429.64001,430.448,0.8079899999999611
266,gorse_broom,2,train,0.0,0.0,0.0
267,gorse_broom,2,train,0.0,0.0,0.0
268,gorse_broom,2,train,0.0,0.0,0.0
269,gorse_broom,2,train,0.0,0.0,0.0
270,gorse_broom,2,train,70.379997,70.487,0.10700299999999174
271,gorse_broom,2,valid,312.53,312.73599,0.20599000000004253
272,gorse_broom,2,valid,61.389999,63.126999,1.7369999999999948
273,gorse_broom,2,valid,297.07999,298.15601,1.0760199999999713
274,exotic_pine,3,train,227.8,251.757,23.956999999999994
275,exotic_pine,3,train,0.0,0.0,0.0
276,exotic_pine,3,train,144.75,149.092,4.342000000000013
278,native_scrub,4,train,0.0,0.0,0.0
279,native_scrub,4,train,0.0,0.0,0.0
280,native_scrub,4,train,0.0,0.0,0.0
281,native_scrub,4,train,0.0,0.0,0.0
282,native_scrub,4,valid,0.0,0.0,0.0
283,native_scrub,4,valid,0.0,0.0,0.0
300,cleared_pine,6,train,46.720001,47.028,0.30799899999999525
301,cleared_pine,6,train,93.339996,93.622002,0.28200599999999554
304,cleared_pine,6,train,106.55,106.893,0.3430000000000035
306,cleared_pine,6,train,124.29,124.388,0.09799999999999898
308,cleared_pine,6,valid,153.98,154.30299,0.32299000000000433
309,cleared_pine,6,valid,87.18,87.504997,0.3249969999999962
310,cleared_pine,6,valid,49.650002,50.028,0.37799799999999806
311,cleared_pine,6,valid,75.139999,75.420998,0.2809989999999942
315,cleared_pine,6,train,134.36,134.841,0.48099999999999454
316,cleared_pine,6,train,166.71001,168.207,1.4969899999999825
317,cleared_pine,6,valid,0.0,0.0,0.0
318,cleared_pine,6,valid,0.0,0.0,0.0
319,cleared_pine,6,valid,164.42999,164.627,0.1970100000000059
320,cleared_pine,6,train,0.0,0.0,0.0
321,cleared_pine,6,train,88.980003,89.080002,0.09999899999999684
322,cleared_pine,6,train,0.0,0.0,0.0
323,cleared_pine,6,train,0.0,0.0,0.0
324,cleared_pine,6,train,0.0,0.0,0.0
325,cleared_pine,6,train,0.0,0.0,0.0
326,cleared_pine,6,train,109.74,109.855,0.1150000000000091
327,cleared_pine,6,train,151.06,151.278,0.2179999999999893
329,cleared_pine,6,valid,0.0,0.0,0.0
330,cleared_pine,6,valid,0.0,0.0,0.0
332,cleared_pine,6,train,81.099998,82.516998,1.4170000000000016
333,cleared_pine,6,train,0.0,0.0,0.0
334,cleared_pine,6,train,0.0,0.0,0.0
335,cleared_pine,6,train,167.75,167.955,0.2050000000000125
336,cleared_pine,6,train,151.34,151.49001,0.15001000000000886
